instructie;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv;catalog;key;variation
Streef naar ± 9 tekens (UI-ruimte).;Move down;Omlaag;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Omlaag;
Streef naar ± 12 tekens (UI-ruimte).;Description;Omschrijving;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Omschrijving;
Streef naar ± 8 tekens (UI-ruimte).;Unknown;Onbekend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Onbekend;
Streef naar ± 23 tekens (UI-ruimte).;Unknown iCloud status;Onbekende iCloud-status;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Onbekende iCloud-status;
Streef naar ± 14 tekens (UI-ruimte).;Undo;Ongedaan maken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ongedaan maken;
Streef naar ± 25 tekens (UI-ruimte).;Approximate / spontaneous;Ongeveer / spontaan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ongeveer / spontaan;
Streef naar ± 19 tekens (UI-ruimte).;Approximately daily;Ongeveer dagelijks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ongeveer dagelijks;
Streef naar ± 22 tekens (UI-ruimte).;Approximately annually;Ongeveer jaarlijks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ongeveer jaarlijks;
Streef naar ± 21 tekens (UI-ruimte).;Approximately monthly;Ongeveer maandelijks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ongeveer maandelijks;
Streef naar ± 20 tekens (UI-ruimte).;Approximately weekly;Ongeveer wekelijks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ongeveer wekelijks;
Streef naar ± 9 tekens (UI-ruimte).;Uncertain;Onzeker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Onzeker;
Streef naar ± 33 tekens (UI-ruimte).;Also move future items;Ook toekomstige items verplaatsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Ook toekomstige items verplaatsen;
Streef naar ± 14 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Open Forget It;Open Forget It;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Open Forget It;
Streef naar ± 13 tekens (UI-ruimte).;Open calendar;Open kalender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Open kalender;
Streef naar ± 9 tekens (UI-ruimte). Mogelijk niet vertalen (merknaam/symbool/getal).;Open link;Open link;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Open link;
Streef naar ± 6 tekens (UI-ruimte).;Open;Openen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Openen;
Streef naar ± 49 tekens (UI-ruimte).;Immediately opens an input field for a new task.;Opent direct een invoerveld voor een nieuwe taak.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Opent direct een invoerveld voor een nieuwe taak.;
Streef naar ± 7 tekens (UI-ruimte).;Replay;Opnieuw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Opnieuw;
Streef naar ± 16 tekens (UI-ruimte).;Try again;Opnieuw proberen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Opnieuw proberen;
Streef naar ± 6 tekens (UI-ruimte).;Orange;Oranje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Oranje;
Streef naar ± 27 tekens (UI-ruimte).;Clean up old history?;Oude geschiedenis opruimen?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Oude geschiedenis opruimen?;
Streef naar ± 11 tekens (UI-ruimte).;Replace;Overschrijf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Overschrijf;
Streef naar ± 9 tekens (UI-ruimte).;Overview;Overzicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Overzicht;
Streef naar ± 6 tekens (UI-ruimte).;Purple;Paars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Paars;
Streef naar ± 68 tekens (UI-ruimte).;Use the arrows to change the order of your categories.;Gebruik de pijltjes om de volgorde van je categorieën aan te passen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Pas de volgorde van categorieën aan via de chevrons.;
Behoud speciale tekens: ’. Streef naar ± 72 tekens (UI-ruimte).;Tap the logo to change the category’s icon and color.;Tik op het logo om het icoon en de kleur van je categorie aan te passen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Pas het icoon en de kleur van je categorie aan door op het logo te tikken.;
Streef naar ± 7 tekens (UI-ruimte).;Period;Periode;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Periode;
Streef naar ± 11 tekens (UI-ruimte).;Personal;Persoonlijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Persoonlijk;
Streef naar ± 30 tekens (UI-ruimte).;Place, for example Amsterdam;Plaats, bijvoorbeeld Amsterdam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Plaats, bijvoorbeeld Amsterdam;
Streef naar ± 10 tekens (UI-ruimte).;Paste link;Plak link;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Plak link;
Streef naar ± 51 tekens (UI-ruimte).;Try another search or clear the search bar.;Probeer een andere zoekopdracht of wis de zoekbalk.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Probeer een andere zoekopdracht of wis de zoekbalk.;
Streef naar ± 20 tekens (UI-ruimte).;Try weather again;Probeer weer opnieuw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Probeer weer opnieuw;
Streef naar ± 9 tekens (UI-ruimte).;Rectangle;Rechthoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Rechthoek;
Streef naar ± 11 tekens (UI-ruimte).;Recurring;Herhalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Recurring;
Streef naar ± 5 tekens (UI-ruimte).;Rule;Regel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Regel;
Streef naar ± 14 tekens (UI-ruimte).;Edit Entry;Regel bewerken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Regel bewerken;
Streef naar ± 19 tekens (UI-ruimte).;Reminder in advance;Herinnering vooraf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Reminder vooraf;
Streef naar ± 16 tekens (UI-ruimte).;Reset Everything;Reset alles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Reset alles;
Streef naar ± 16 tekens (UI-ruimte).;Reset Failed;Resetten mislukt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Resetten mislukt;
Streef naar ± 13 tekens (UI-ruimte).;Around Easter;Rond Pasen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Rond Pasen;
Streef naar ± 4 tekens (UI-ruimte).;Red;Rood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Rood;
Streef naar ± 4 tekens (UI-ruimte).;Pink;Roze;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Roze;
Behoud speciale tekens: ’. Streef naar ± 72 tekens (UI-ruimte).;Write everything down in the app, so you don’t have to remember a thing.;Schrijf alles op in de app, zodat je niets hoeft te onthouden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Schrijf alles op in de app, zodat je niets hoeft te onthouden.;
Streef naar ± 12 tekens (UI-ruimte).;Write a ;Schrijf een ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Schrijf een ;
Streef naar ± 30 tekens (UI-ruimte).;Write a review of the app;Schrijf een review over de app;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Schrijf een review over de app;
Streef naar ± 18 tekens (UI-ruimte).;Select an Item;Selecteer een item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Select an item;
Streef naar ± 15 tekens (UI-ruimte).;Select All;Selecteer alles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Selecteer alles;
Streef naar ± 18 tekens (UI-ruimte).;Select an item;Selecteer een item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Selecteer een item;
Streef naar ± 9 tekens (UI-ruimte).;Selection;Selectie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Selectie;
Streef naar ± 18 tekens (UI-ruimte).;Open since today;Sinds vandaag open;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Sinds vandaag open;
Streef naar ± 20 tekens (UI-ruimte).;Save Quick Entry;Sla snelle invoer op;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Sla snelle invoer op;
Streef naar ± 15 tekens (UI-ruimte).;Smart display;Slimme weergave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Slimme weergave;
Streef naar ± 7 tekens (UI-ruimte).;Close;Sluiten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Sluiten;
Streef naar ± 14 tekens (UI-ruimte).;Quick Add;Snel toevoegen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Snel toevoegen;
Streef naar ± 13 tekens (UI-ruimte).;Quick Entry;Snelle invoer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Snelle invoer;
Streef naar ± 31 tekens (UI-ruimte).;Sort next date first;Eerstvolgende bovenaan sorteren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Sorteer eerstvolgende bovenaan;
Streef naar ± 12 tekens (UI-ruimte).;Voice Input;Spraakinvoer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Spraakinvoer;
Streef naar ± 21 tekens (UI-ruimte).;Start Voice Recording;Spraakopname starten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Spraakopname starten;
Streef naar ± 20 tekens (UI-ruimte).;Stop Voice Recording;Spraakopname stoppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Spraakopname stoppen;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 14 tekens (UI-ruimte).;Default (%@);Standaard (%@);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Standaard (%@);
Streef naar ± 19 tekens (UI-ruimte).;Default Destination;Standaardbestemming;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Standaardbestemming;
Streef naar ± 15 tekens (UI-ruimte).;Default Country;Standaardland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Standaardland;
Streef naar ± 10 tekens (UI-ruimte).;Start date;Startdatum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Startdatum;
Streef naar ± 14 tekens (UI-ruimte).;Sync;Synchronisatie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Synchronisatie;
Streef naar ± 33 tekens (UI-ruimte).;Sync with iPhone Calendar;Synchroniseer met iPhone-kalender;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Synchroniseer met iPhone Kalender;
Streef naar ± 16 tekens (UI-ruimte).;Sync Now;Synchroniseer nu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Synchroniseer nu;
Streef naar ± 15 tekens (UI-ruimte).;System Language;Systeemtaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Systeemtaal;
Streef naar ± 4 tekens (UI-ruimte).;Task;Taak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Taak;
Streef naar ± 13 tekens (UI-ruimte).;Edit task;Taak bewerken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Taak bewerken;
Behoud de regelafbreek (\n). Streef naar ± 29 tekens (UI-ruimte).;Task Moved\nto Finished;Taak verplaatst\nnaar Afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Taak verplaatst\nnaar Afgerond;
Behoud de regelafbreek (\n). Streef naar ± 29 tekens (UI-ruimte).;Task moved\nto Finished;Taak verplaatst\nnaar Afgerond;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Taak verplaatst\\nnaar Afgerond;
Streef naar ± 18 tekens (UI-ruimte).;Language and Input;Taal en invoer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Taal en invoer;
Streef naar ± 5 tekens (UI-ruimte).;Tasks;Taken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Taken;
Streef naar ± 13 tekens (UI-ruimte).;Tasks display;Takenweergave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Takenweergave;
Streef naar ± 10 tekens (UI-ruimte).;Teal;Blauwgroen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Teal;
Streef naar ± 5 tekens (UI-ruimte).;Text;Tekst;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tekst;
Streef naar ± 5 tekens (UI-ruimte).;Back;Terug;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Terug;
Streef naar ± 10 tekens (UI-ruimte).;Undo;Terughalen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Terughalen;
Streef naar ± 16 tekens (UI-ruimte).;Recurring item;Terugkerend item;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Terugkerend item;
Streef naar ± 11 tekens (UI-ruimte).;Restore;Terugzetten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Terugzetten;
Behoud de dynamische plaatshouders exact en in dezelfde volgorde: %@ (%@ = tekst, %lld = getal). Niet vertalen. Streef naar ± 19 tekens (UI-ruimte).;Restore to %@;Terugzetten naar %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Terugzetten naar %@;
Streef naar ± 22 tekens (UI-ruimte).;Send Test Notification;Testmelding versturen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Testmelding versturen;
Behoud speciale tekens: …. Streef naar ± 26 tekens (UI-ruimte).;Sending Test Notification…;Testmelding versturen…;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Testmelding versturen…;
Streef naar ± 4 tekens (UI-ruimte).;Time;Tijd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tijd;
Streef naar ± 26 tekens (UI-ruimte).;Temporarily unavailable;Tijdelijk niet beschikbaar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tijdelijk niet beschikbaar;
Behoud speciale tekens: ✓. Streef naar ± 70 tekens (UI-ruimte).;Tap next to a day to add something. Done? Tap ✓ in the top right.;Tik achter een dag om iets toe te voegen. Klaar? Tik rechtsboven op ✓.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik achter een dag om iets te schrijven. Klaar? Tik rechtsboven op ✓.;
Behoud speciale tekens: ’. Streef naar ± 111 tekens (UI-ruimte).;First tap the item’s icon. Then you can tap the trash button to delete it permanently.;Tik eerst op het icoon van het item. Daarna kun je op het prullenbakje tikken om het definitief te verwijderen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik eerst op het icoon van het item. Tik daarna op het prullenbakje om het definitief te verwijderen.;
Streef naar ± 74 tekens (UI-ruimte).;Tap the arrows in the top left to open the recurrence settings.;Tik linksboven op de pijlen om de instellingen voor herhalingen te openen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik linksboven op de pijlen om de instellingen voor herhalingen aan te passen.;
Streef naar ± 65 tekens (UI-ruimte).;Now tap the trash button to delete this item permanently.;Tik nu op het prullenbakje om dit item definitief te verwijderen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik nu op het prullenbakje om het item definitief te verwijderen.;
Streef naar ± 37 tekens (UI-ruimte).;Tap to expand or collapse help;Tik om de uitleg in of uit te klappen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik om de uitleg in of uit te klappen;
Streef naar ± 31 tekens (UI-ruimte).;Tap to remove demo data.;Tik om demodata te verwijderen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik om demodata te verwijderen.;
Streef naar ± 116 tekens (UI-ruimte).;Tap the colored dot to change the color. Compact categories show only the title and next date.;Tik op de gekleurde stip om de kleur te wijzigen. Compacte categorieën tonen alleen de titel en eerstvolgende datum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik op de gekleurde stip om de kleur te wijzigen. Compacte categorieën tonen alleen de titel en eerstvolgende datum.;
Streef naar ± 110 tekens (UI-ruimte).;Tap the arrow in the top left to undo your last entry. You can undo up to three entries.;Tik op de pijl linksboven om je laatste invoer ongedaan te maken. Dit kan voor maximaal drie laatste invoeren.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik op de pijl linksboven om je laatste invoer ongedaan te maken. Dit kan voor maximaal drie invoeren.;
Streef naar ± 59 tekens (UI-ruimte).;Tap the weekday to the left of the line to move an item.;Tik op de weekdag links van de lijn om iets te verplaatsen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik op de weekdag vóór de lijn om de verplaatsmodus te openen.;
Streef naar ± 55 tekens (UI-ruimte).;Tap the plus button to add another task right away.;Tik op het plusje om meteen nog een taak toe te voegen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Tik op het plusje om direct nog een taak aan te maken.;
Streef naar ± 5 tekens (UI-ruimte).;Title;Titel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Titel;
Streef naar ± 18 tekens (UI-ruimte).;Title is required;Titel is verplicht;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Titel is verplicht;
Streef naar ± 16 tekens (UI-ruimte).;Show title;Titel laten zien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Titel laten zien;
Streef naar ± 122 tekens (UI-ruimte).;"Changed your mind? Tap Undo at the bottom. Normally, you have 5 seconds; during this guide, the message stays visible.";"Toch niet? Tik onderaan op ‘Ongedaan maken’. Normaal kan dat 5 seconden lang; tijdens deze uitleg blijft de melding staan.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;"Toch niet? Tik onderin op Ongedaan maken. Normaal heb je hiervoor 5 seconden; tijdens deze uitleg blijft de melding staan.";
Streef naar ± 10 tekens (UI-ruimte).;Added;Toegevoegd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;app;Toegevoegd;
